type,issuercode,issuername,assetname,assetcode,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Generation Global Share,FSF0908AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Equity Income Fund,FSF0961AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice Wholesale Emerging Markets Fund,FSF0968AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice Wholesale Geared Growth Plus,FSF0969AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Acadian Defensive Income Fund - Class A,FSF0973AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Realindex RAFI Global Share - Class A - W/S,FSF0974AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Realindex RAFI Global Share Hedged - Class A - W/S,FSF0975AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Realindex RAFI Australian Share - Class A - W/S,FSF0976AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Realindex RAFI Australian Small Companies - Class A - W/S,FSF0978AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice W/Sale Inv - FirstRate Saver,FSF1008AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Realindex Wholesale Australian Share Fund,FSF1015AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Realindex W/ale Australian Small Companies,FSF1016AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Realindex Wholesale Global Share Fund,FSF1017AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Realindex W/sale Global Share Hedged Fund,FSF1018AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Macquarie Wholesale Income Opportunities Fund,FSF1019AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Col First State FirstChoice Wholesale Balanced Fund,FSF1020AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC W/sale UBS Diversified Fixed Income Fund,FSF1055AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Government Inflation-Linked Bond Fund,FSF1080AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Aspect Wholesale Diversified Futures Fund,FSF1081AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Stewart Investors Wholesale Global Emerging Markets Leaders,FSF1085AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Aspect Diversified Futures Fund - Class A,FSF1086AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Realindex Emerging Markets Fund Class A,FSF1101AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC W/sale Magellan Global Fund,FSF1198AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Wholesale Global Soft Commodity Fund,FSF1199AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC W/sale AMP Capital Global Property Securities Fund,FSF1202AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstRate W/sale Investment Deposit - Matures April 2017,FSF1237AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Acadian Global Managed Volatility Equity Fund,FSF1240AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Global Listed Infrastructure Securities Fund  Class A,FSF1241AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC W/sale Perpetual Australian Share Fund,FSF1243AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstRate W/sale Investment Deposit - Matures May 2018,FSF1246AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstRate W/sale Investment Deposit - Matures May 2018,FSF1263AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Worldwide Sustainability Fund,FSF1295AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstRate W/sale Investment Deposit - Matures Dec 2018,FSF1327AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC PIMCO Global Bond Fund,FSF1405AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Acadian W/sale Global Managed Volatility Equity,FSF1406AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice Multi-Index Diversified Fund - Class A,FSF1415AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Multi-Asset Real Return Fund - Class A,FSF1422AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC Wholesale Multi-Asset Real Return Fund,FSF1612AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice Wholesale Alternatives Fund,FSF1613AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FirstChoice WS Inv - Kapstream Absolute Return Income,FSF1615AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Stewart Investors Worldwide Sustainability - Class A,FSF1675AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS FC W Inv-FirstChoice W Diversified,FSF1694AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Australian Share Fund,FSF1699AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Global Share Fund,FSF1700AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Multi-Index High Growth Fund,FSF1701AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Australian Share Fund - Class A,FSF1761AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Global Share Fund -Class A,FSF1762AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Sanlam Managed Risk Multi-Index High Growth Fund Class A,FSF1763AU,,,,,,,,,,,,,,,,
SC,FSP,CBG Asset Mgt Ltd (EQT) (Calastone),CBG Australian Equities Fund,FSP0001AU,,,,,,,,,,,,,,,,
SC,GCM,Ganes Capital Management Limited,Ganes Focused Value Fund,GCM0001AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Property Sec-Ordinary Units,GEM0111AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Property Sec-Income Units,GEM0112AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Property Sec-Growth Units,GEM0113AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Alphinity Socially Responsible Share Fund,GLO0015AU,,,,,,,,,,,,,,,,
SC,GMO,GMO Australia Limited,GMO Systematic Global Macro Trust - Class A,GMO0001AU,,,,,,,,,,,,,,,,
SC,GMO,GMO Australia Limited,GMO Systematic Global Macro Trust - Class B,GMO0006AU,,,,,,,,,,,,,,,,
SC,GMO,GMO Australia Limited,GMO SGM Major Markets Trust,GMO0014AU,,,,,,,,,,,,,,,,
SC,GMO,GMO Australia Limited,GMO Global Equity Trust,GMO0103AU,,,,,,,,,,,,,,,,
SC,GSF,Grant Samuel Fund Services Ltd (Calastone),Grant Samuel Epoch Global Equity S/H Yld (Hdgd) Fund Class A,GSF0001AU,,,,,,,,,,,,,,,,
SC,GSF,Grant Samuel Fund Services Ltd (Calastone),Grant Samuel Epoch Global Eqty S/H Yld (Unhdgd) Fund Class A,GSF0002AU,,,,,,,,,,,,,,,,
SC,GSF,Grant Samuel Fund Services Ltd (Calastone),Payden Global Income Opportunities Fund,GSF0008AU,,,,,,,,,,,,,,,,
SC,GSF,Grant Samuel Fund Services Ltd (Calastone),Triple3 Volatility Advantage Fund - Class A,GSF0009AU,,,,,,,,,,,,,,,,
SC,GSF,Grant Samuel Fund Services Ltd (Calastone),Grant Samuel Grant Samuel Global Equity Advantage Fund - A,GSF0013AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO Global Matrix Fund - Hedged - Class R,GTU0001AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),Invesco Wholesale Global Opportunities Fund - Hedged,GTU0008AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO Wholesale Asian Consumer Demand Fund,GTU0009AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO W/S Global Property Securities Fund Hedged - Class A,GTU0041AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),Invesco Wholesale Diversified Growth - Class R,GTU0097AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),Invesco Wholesale Global Matrix Fund - Hedged - Class R,GTU0098AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO Wholesale Global Opportunities Fund - Class A,GTU0099AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),Invesco Wholesale Global Opportunities Fund - Unhedged,GTU0102AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),Invesco Wholesale Global Targeted Returns Fund - Class A,GTU0109AU,,,,,,,,,,,,,,,,
SC,BFM,Bennelong Funds Mgt Ltd (Calastone),Bennelong Kardinia Absolute Return Fund  - Monthly Class,HAM0001AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,SG Hiscock Wholesale Property Securities Fund,HBC0008AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Metisq Wholesale Global Emerging Markets Fund,HBC0010AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Merlon Wholesale Australian Share Income Fund,HBC0011AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Metisq China Share Fund,HBC0027AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),Ironbark GaveKal Asian Opportunities Fund,HFL0014AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),Threadneedle Global Equity Income Fund (Unhedged),HFL0032AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),LHP Diversified Investments Fund - Retail,HFL0102AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),Ironbark LHP Diversified Investments Fund,HFL0104AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),Ironbark LHP Global Long/Short Fund (Retail Class),HFL0106AU,,,,,,,,,,,,,,,,
SC,HFA,Certitude Global Investments Ltd (Calastone),Ironbark LHP Global Long/Short Fund (Wholesale Class),HFL0108AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Global Equity Fund,HGI0001AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Global Commodities Enhanced Index Fund,HGI0003AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Global Fixed Interest Total Return Fund,HGI0004AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Global Equity Income Fund,HGI0005AU,,,,,,,,,,,,,,,,
SC,HUN,Hunter Hall Investment Mgt Ltd (Calastone),Hunter Hall Australian Value Trust,HHA0001AU,,,,,,,,,,,,,,,,
SC,HUN,Hunter Hall Investment Mgt Ltd (Calastone),Hunter Hall Global Equities Trust,HHA0002AU,,,,,,,,,,,,,,,,
SC,HUN,Hunter Hall Investment Mgt Ltd (Calastone),Hunter Hall Global Deep Green Trust,HHA0007AU,,,,,,,,,,,,,,,,
SC,HUN,Hunter Hall Investment Mgt Ltd (Calastone),Hunter Hall High Conviction Equities Trust,HHA0020AU,,,,,,,,,,,,,,,,
SC,AMP,AMP Capital Funds Management Limited,Experts' Choice Australian Shares Fund,HLR0002AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Monthly Income Trust,HML0002AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Original Income Plus Trust EF,HML0011AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Clarion Global Property Securities Fund,HML0016AU,,,,,,,,,,,,,,,,
SC,HUN,Hunter Hall Investment Mgt Ltd (Calastone),Hunter Hall Value Growth Trust,HOW0002AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Novaport Wholesale Smaller Companies Fund,HOW0016AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,NovaPort Smaller Companies Fund - Retail,HOW0017AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,NovaPort Premier Smaller Companies Fund,HOW0018AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Alphinity Wholesale Australian Equity Fund,HOW0019AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Wavestone Wholesale Australian Share Fund,HOW0020AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Alphinity Wholesale Concentrated Australian Share Fund,HOW0026AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,NovaPort Wholesale Microcap Fund,HOW0027AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Metisq Wholesale China Share Fund,HOW0033AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Greencape Wholesale Broadcap Fund,HOW0034AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Greencape Wholesale High Conviction Fund,HOW0035AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Kinetic Wholesale Emerging Companies Fund,HOW0036AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Kapstream Wholesale Absolute Return Income Fund,HOW0052AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Wavestone Dynamic Australian Equity Fund,HOW0053AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 7.50 cpa 30 June 2017,HOW0056AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Ardea Wholesale Australian Inflation Linked Bond Fund,HOW0062AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 5.70 cpa 30 June 2016,HOW0093AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger Guaranteed Pension Fund 30 June 2017,HOW0095AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger Guaranteed Pension Fund 30 June 2021,HOW0096AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Alphinity Wholesale Socially Responsible Share Fund,HOW0121AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Alphinity Australian Share Fund - Retail,HOW0122AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Tempo Global Equity Fund,HOW0156AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Kapstream Premier Absolute Return Income Fund - I Class,HOW0165AU,,,,,,,,,,,,,,,,
SC,HAM,Heathley Asset Management Limited,Heathley Diversified Property Fund,HTH0001AU,,,,,,,,,,,,,,,,
SC,HAM,Heathley Asset Management Limited,Heathley Direct Medical Fund No 1,HTH0015AU,,,,,,,,,,,,,,,,
SC,HAM,Heathley Asset Management Limited,Heathley Global Property Securities Fund,HTH0017AU,,,,,,,,,,,,,,,,
SC,HAM,Heathley Asset Management Limited,Heathley Aged Care Property Fund No. 1,HTH0020AU,,,,,,,,,,,,,,,,
SC,IMP,Imperia Investment Group P/L (Copia IPL),Imperia Asia Fund,IIG0037AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Australian Smaller Companies Fund,IML0001AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Australian Share Fund,IML0002AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Future Leaders Fund,IML0003AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Industrial Share Fund,IML0004AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Equity Income Fund,IML0005AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Small Cap Fund,IML0006AU,,,,,,,,,,,,,,,,
SC,IML,Investors Mutual Ltd (Swiftnet),Investors Mutual Concentrated Australian Share Fund,IML0010AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Cash Trust - Class Z,INT0006AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares Fund (Hedged) - Z,INT0016AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares Fund Unhedged - Z,INT0017AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Australian Bonds Fund,INT0020AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Australian Shares Fund,INT0022AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Balanced Fund - Class A,INT0026AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Balanced Real Return Fund,INT0028AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Cash Fund,INT0030AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Moderate Fund - Class A,INT0032AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Conservative Real Return Fund,INT0034AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Growth Fund - Class A,INT0036AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Growth Real Return Fund,INT0038AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Aggressive Real Return Fund,INT0040AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar High Growth Real Return Fund,INT0042AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Ibbotson International Shares Active Hedged Trust,INT0046AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Ibbotson International Shares Active Unhedged Trust - A,INT0048AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares (Hedged) Fund,INT0050AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares (Unhedged) Fund,INT0052AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Australian Property Securities Fund,INT0054AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Conservative Fund - Class A,INT0056AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares High Opportunities Unhedged,INT0069AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Australian Shares High Alpha Fund,INT0074AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Global Property Securities (Hedged) Fund,INT0077AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Bonds (Hedged) Fund,INT0080AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Bonds Active Fund - Hedged - Z,INT0082AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar International Shares High Opportunities (Hedged),INT0086AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Global Inflation Linked Securities Hedged Fund,INT0092AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Ibbotson Global Inflation Linked Securities (Hedged) Trust Z,INT0094AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Diversified Alternatives Fund,INT0095AU,,,,,,,,,,,,,,,,
SC,INT,Morningstar Investment Mgt Australia Ltd,Morningstar Diversified Alternatives Fund - Z,INT0097AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF Mortgage Fund (Flexi Trust),IOF0011AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perennial Flexi Fixed Interest Fund - Retail,IOF0012AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perennial Flexi Balanced Fund Fee Option 1 - Retail,IOF0013AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perennial Flexi Growth Shares Fund - Retail,IOF0015AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perennial Flexi International Equities Fund - Retail,IOF0016AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Resolution Capital Core Plus Property Sectys Fd-Series II,IOF0044AU,,,,,,,,,,,,,,,,
SC,PIN,Pinnacle International Equities Ltd (Swiftnet),Antipodes Global Fund - Class P,IOF0045AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Australian Fixed Interest Fund,IOF0046AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Cash Enhanced Fund,IOF0047AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson Australia Equity Fund,IOF0048AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perrenial Flexi Trust Cash And Income Fund,IOF0050AU,,,,,,,,,,,,,,,,
SC,IOF,Perennial  (IOOF IML) (Calastone),Perennial Value Shares for Income Trust,IOF0078AU,,,,,,,,,,,,,,,,
SC,PIN,Pinnacle International Equities Ltd (Swiftnet),Antipodes Global Fund - Long Only - Class I,IOF0080AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Resolution Capital Global Property Securities Fund Hedged S2,IOF0081AU,,,,,,,,,,,,,,,,
SC,HFI,Henderson Global Investors (Calastone) Onevue Reg,Henderson High Conviction Australian Equity Fund,IOF0089AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF Multi Series 70 Fund,IOF0090AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Cash Enhanced Trust,IOF0091AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Australian Shares Trust,IOF0092AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Balanced Growth Trust,IOF0093AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Capital Enhanced Trust,IOF0094AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Conservative Growth Trust,IOF0095AU,,,,,,,,,,,,,,,,
